short	family	mirgenedb	species	node
lgi	Mir-216	2	Lottia_gigantea	Bilateria
loc	Mir-216	2	Lepisosteus_oculatus	Bilateria
lpo	Mir-216	3	Limulus_polyphemus	Bilateria
mal	Mir-216	2	Monopterus_albus	Bilateria
mdo	Mir-216	2	Monodelphis_domestica	Bilateria
mml	Mir-216	2	Macaca_mulatta	Bilateria
mmu	Mir-216	2	Mus_musculus	Bilateria
mun	Mir-216	1	Microcaecilia_unicolor	Bilateria
npo	Mir-216	2	Nautilus_pompilius	Bilateria
oan	Mir-216	2	Ornithorhynchus_anatinus	Bilateria
obi	Mir-216	2	Octopus_bimaculoides	Bilateria
ocu	Mir-216	2	Oryctolagus_cuniculus	Bilateria
ovu	Mir-216	2	Octopus_vulgaris	Bilateria
pbv	Mir-216	2	Python_bivittatus	Bilateria
pma	Mir-216	3	Petromyzon_marinus	Bilateria
rno	Mir-216	2	Rattus_norvegicus	Bilateria
sha	Mir-216	2	Sarcophilus_harrisii	Bilateria
sme	Mir-216	2	Schmidtea_mediterranea	Bilateria
spt	Mir-216	2	Sphenodon_punctatus	Bilateria
sto	Mir-216	2	Scyliorhinus_torazame	Bilateria
tca	Mir-216	2	Tribolium_castaneum	Bilateria
tgu	Mir-216	2	Taeniopygia_guttata	Bilateria
tni	Mir-216	2	Tetraodon_nigroviridis	Bilateria
xla	Mir-216	2	Xenopus_laevis	Bilateria
xtr	Mir-216	1	Xenopus_tropicalis	Bilateria
aca	Mir-217	1	Anolis_carolinensis	Chordata
ami	Mir-217	1	Alligator_mississippiensis	Chordata
bfl	Mir-217	1	Branchiostoma_floridae	Chordata
bla	Mir-217	1	Branchiostoma_lanceolatum	Chordata
bta	Mir-217	1	Bos_taurus	Chordata
cfa	Mir-217	1	Canis_familiaris	Chordata
cli	Mir-217	1	Columba_livia	Chordata
cmi	Mir-217	1	Callorhinchus_milii	Chordata
cpi	Mir-217	1	Chrysemys_picta_bellii	Chordata
cpo	Mir-217	1	Cavia_porcellus	Chordata
dno	Mir-217	1	Dasypus_novemcinctus	Chordata
dre	Mir-217	1	Danio_rerio	Chordata
ebu	Mir-217	2	Eptatretus_burgeri	Chordata
ete	Mir-217	1	Echinops_telfairi	Chordata
gga	Mir-217	1	Gallus_gallus	Chordata
gja	Mir-217	1	Gekko_japonicus	Chordata
gmo	Mir-217	1	Gadus_morhua	Chordata
lch	Mir-217	1	Latimeria_chalumnae	Chordata
loc	Mir-217	1	Lepisosteus_oculatus	Chordata
mal	Mir-217	1	Monopterus_albus	Chordata
mdo	Mir-217	1	Monodelphis_domestica	Chordata
mml	Mir-217	1	Macaca_mulatta	Chordata
mmu	Mir-217	1	Mus_musculus	Chordata
mun	Mir-217	1	Microcaecilia_unicolor	Chordata
oan	Mir-217	1	Ornithorhynchus_anatinus	Chordata
ocu	Mir-217	1	Oryctolagus_cuniculus	Chordata
pbv	Mir-217	1	Python_bivittatus	Chordata
pma	Mir-217	2	Petromyzon_marinus	Chordata
rno	Mir-217	1	Rattus_norvegicus	Chordata
sha	Mir-217	1	Sarcophilus_harrisii	Chordata
spt	Mir-217	1	Sphenodon_punctatus	Chordata
sto	Mir-217	1	Scyliorhinus_torazame	Chordata
tgu	Mir-217	1	Taeniopygia_guttata	Chordata
tni	Mir-217	1	Tetraodon_nigroviridis	Chordata
xla	Mir-217	2	Xenopus_laevis	Chordata
xtr	Mir-217	1	Xenopus_tropicalis	Chordata
ami	Mir-2184	1	Alligator_mississippiensis	Gnathostomata
cmi	Mir-2184	1	Callorhinchus_milii	Gnathostomata
cpi	Mir-2184	1	Chrysemys_picta_bellii	Gnathostomata
dre	Mir-2184	2	Danio_rerio	Gnathostomata
gga	Mir-2184	1	Gallus_gallus	Gnathostomata
gmo	Mir-2184	1	Gadus_morhua	Gnathostomata
lch	Mir-2184	1	Latimeria_chalumnae	Gnathostomata
loc	Mir-2184	1	Lepisosteus_oculatus	Gnathostomata
mal	Mir-2184	2	Monopterus_albus	Gnathostomata
mun	Mir-2184	1	Microcaecilia_unicolor	Gnathostomata
tni	Mir-2184	1	Tetraodon_nigroviridis	Gnathostomata
xla	Mir-2184	2	Xenopus_laevis	Gnathostomata
xtr	Mir-2184	1	Xenopus_tropicalis	Gnathostomata
aca	Mir-2188	1	Anolis_carolinensis	Gnathostomata
ami	Mir-2188	1	Alligator_mississippiensis	Gnathostomata
cli	Mir-2188	1	Columba_livia	Gnathostomata
cmi	Mir-2188	1	Callorhinchus_milii	Gnathostomata
cpi	Mir-2188	1	Chrysemys_picta_bellii	Gnathostomata
dre	Mir-2188	1	Danio_rerio	Gnathostomata
gga	Mir-2188	1	Gallus_gallus	Gnathostomata
gja	Mir-2188	1	Gekko_japonicus	Gnathostomata
gmo	Mir-2188	1	Gadus_morhua	Gnathostomata
lch	Mir-2188	1	Latimeria_chalumnae	Gnathostomata
loc	Mir-2188	1	Lepisosteus_oculatus	Gnathostomata
mal	Mir-2188	1	Monopterus_albus	Gnathostomata
mdo	Mir-2188	1	Monodelphis_domestica	Gnathostomata
mun	Mir-2188	1	Microcaecilia_unicolor	Gnathostomata
oan	Mir-2188	1	Ornithorhynchus_anatinus	Gnathostomata
pbv	Mir-2188	1	Python_bivittatus	Gnathostomata
sha	Mir-2188	1	Sarcophilus_harrisii	Gnathostomata
spt	Mir-2188	1	Sphenodon_punctatus	Gnathostomata
sto	Mir-2188	1	Scyliorhinus_torazame	Gnathostomata
tgu	Mir-2188	1	Taeniopygia_guttata	Gnathostomata
tni	Mir-2188	1	Tetraodon_nigroviridis	Gnathostomata
xla	Mir-2188	2	Xenopus_laevis	Gnathostomata
xtr	Mir-2188	1	Xenopus_tropicalis	Gnathostomata
aca	Mir-218	2	Anolis_carolinensis	Vertebrata
ami	Mir-218	2	Alligator_mississippiensis	Vertebrata
bta	Mir-218	2	Bos_taurus	Vertebrata
cfa	Mir-218	2	Canis_familiaris	Vertebrata
cli	Mir-218	2	Columba_livia	Vertebrata
cmi	Mir-218	2	Callorhinchus_milii	Vertebrata
cpi	Mir-218	2	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-218	2	Cavia_porcellus	Vertebrata
dno	Mir-218	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-218	3	Danio_rerio	Vertebrata
ebu	Mir-218	2	Eptatretus_burgeri	Vertebrata
ete	Mir-218	2	Echinops_telfairi	Vertebrata
gga	Mir-218	2	Gallus_gallus	Vertebrata
gja	Mir-218	2	Gekko_japonicus	Vertebrata
gmo	Mir-218	3	Gadus_morhua	Vertebrata
lch	Mir-218	3	Latimeria_chalumnae	Vertebrata
loc	Mir-218	3	Lepisosteus_oculatus	Vertebrata
mal	Mir-218	3	Monopterus_albus	Vertebrata
mdo	Mir-218	2	Monodelphis_domestica	Vertebrata
mml	Mir-218	2	Macaca_mulatta	Vertebrata
mmu	Mir-218	2	Mus_musculus	Vertebrata
mun	Mir-218	1	Microcaecilia_unicolor	Vertebrata
oan	Mir-218	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-218	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-218	2	Python_bivittatus	Vertebrata
pma	Mir-218	3	Petromyzon_marinus	Vertebrata
rno	Mir-218	2	Rattus_norvegicus	Vertebrata
sha	Mir-218	2	Sarcophilus_harrisii	Vertebrata
spt	Mir-218	2	Sphenodon_punctatus	Vertebrata
sto	Mir-218	2	Scyliorhinus_torazame	Vertebrata
tgu	Mir-218	2	Taeniopygia_guttata	Vertebrata
tni	Mir-218	3	Tetraodon_nigroviridis	Vertebrata
xla	Mir-218	4	Xenopus_laevis	Vertebrata
xtr	Mir-218	2	Xenopus_tropicalis	Vertebrata
aae	Mir-219	1	Aedes_aegypti	Bilateria
aca	Mir-219	2	Anolis_carolinensis	Bilateria
ami	Mir-219	2	Alligator_mississippiensis	Bilateria
bfl	Mir-219	1	Branchiostoma_floridae	Bilateria
bge	Mir-219	1	Blattella_germanica	Bilateria
bla	Mir-219	1	Branchiostoma_lanceolatum	Bilateria
bta	Mir-219	2	Bos_taurus	Bilateria
cfa	Mir-219	2	Canis_familiaris	Bilateria
cgi	Mir-219	1	Crassostrea_gigas	Bilateria
cin	Mir-219	1	Ciona_intestinalis	Bilateria
cli	Mir-219	1	Columba_livia	Bilateria
cmi	Mir-219	2	Callorhinchus_milii	Bilateria
cpi	Mir-219	2	Chrysemys_picta_bellii	Bilateria
cpo	Mir-219	2	Cavia_porcellus	Bilateria
csc	Mir-219	1	Centruroides_sculpturatus	Bilateria
cte	Mir-219	1	Capitella_teleta	Bilateria
dan	Mir-219	1	Drosophila_ananassae	Bilateria
dma	Mir-219	1	Daphnia_magna	Bilateria
dme	Mir-219	1	Drosophila_melanogaster	Bilateria
dmo	Mir-219	1	Drosophila_mojavensis	Bilateria
dno	Mir-219	2	Dasypus_novemcinctus	Bilateria
dpu	Mir-219	1	Daphnia_pulex	Bilateria
dre	Mir-219	3	Danio_rerio	Bilateria
dsi	Mir-219	1	Drosophila_simulans	Bilateria
dya	Mir-219	1	Drosophila_yakuba	Bilateria
ebu	Mir-219	2	Eptatretus_burgeri	Bilateria
efe	Mir-219	3	Eisenia_fetida	Bilateria
esc	Mir-219	1	Euprymna_scolopes	Bilateria
ete	Mir-219	2	Echinops_telfairi	Bilateria
gga	Mir-219	1	Gallus_gallus	Bilateria
gja	Mir-219	2	Gekko_japonicus	Bilateria
gmo	Mir-219	3	Gadus_morhua	Bilateria
isc	Mir-219	1	Ixodes_scapularis	Bilateria
lan	Mir-219	1	Lingula_anatina	Bilateria
lch	Mir-219	2	Latimeria_chalumnae	Bilateria
loc	Mir-219	1	Lepisosteus_oculatus	Bilateria
lpo	Mir-219	5	Limulus_polyphemus	Bilateria
mal	Mir-219	4	Monopterus_albus	Bilateria
mdo	Mir-219	2	Monodelphis_domestica	Bilateria
mml	Mir-219	2	Macaca_mulatta	Bilateria
mmu	Mir-219	2	Mus_musculus	Bilateria
mun	Mir-219	2	Microcaecilia_unicolor	Bilateria
oan	Mir-219	1	Ornithorhynchus_anatinus	Bilateria
obi	Mir-219	1	Octopus_bimaculoides	Bilateria
ocu	Mir-219	2	Oryctolagus_cuniculus	Bilateria
ovu	Mir-219	1	Octopus_vulgaris	Bilateria
pbv	Mir-219	2	Python_bivittatus	Bilateria
pfl	Mir-219	1	Ptychodera_flava	Bilateria
pma	Mir-219	2	Petromyzon_marinus	Bilateria
pmi	Mir-219	1	Patiria_miniata	Bilateria
rno	Mir-219	2	Rattus_norvegicus	Bilateria
sha	Mir-219	2	Sarcophilus_harrisii	Bilateria
sko	Mir-219	1	Saccoglossus_kowalevskii	Bilateria
sme	Mir-219	2	Schmidtea_mediterranea	Bilateria
spt	Mir-219	2	Sphenodon_punctatus	Bilateria
spu	Mir-219	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-219	2	Scyliorhinus_torazame	Bilateria
tca	Mir-219	1	Tribolium_castaneum	Bilateria
tgu	Mir-219	1	Taeniopygia_guttata	Bilateria
tni	Mir-219	4	Tetraodon_nigroviridis	Bilateria
xbo	Mir-219	1	Xenoturbella_bocki	Bilateria
xla	Mir-219	2	Xenopus_laevis	Bilateria
xtr	Mir-219	1	Xenopus_tropicalis	Bilateria
aca	Mir-21	1	Anolis_carolinensis	Vertebrata
ami	Mir-21	1	Alligator_mississippiensis	Vertebrata
bta	Mir-21	1	Bos_taurus	Vertebrata
cfa	Mir-21	1	Canis_familiaris	Vertebrata
cli	Mir-21	1	Columba_livia	Vertebrata
cmi	Mir-21	1	Callorhinchus_milii	Vertebrata
cpi	Mir-21	1	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-21	1	Cavia_porcellus	Vertebrata
dno	Mir-21	1	Dasypus_novemcinctus	Vertebrata
dre	Mir-21	2	Danio_rerio	Vertebrata
ebu	Mir-21	1	Eptatretus_burgeri	Vertebrata
ete	Mir-21	1	Echinops_telfairi	Vertebrata
gga	Mir-21	1	Gallus_gallus	Vertebrata
gja	Mir-21	1	Gekko_japonicus	Vertebrata
gmo	Mir-21	2	Gadus_morhua	Vertebrata
lch	Mir-21	1	Latimeria_chalumnae	Vertebrata
loc	Mir-21	1	Lepisosteus_oculatus	Vertebrata
mal	Mir-21	2	Monopterus_albus	Vertebrata
mdo	Mir-21	1	Monodelphis_domestica	Vertebrata
mml	Mir-21	1	Macaca_mulatta	Vertebrata
mmu	Mir-21	1	Mus_musculus	Vertebrata
mun	Mir-21	1	Microcaecilia_unicolor	Vertebrata
oan	Mir-21	1	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-21	1	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-21	1	Python_bivittatus	Vertebrata
pma	Mir-21	1	Petromyzon_marinus	Vertebrata
rno	Mir-21	1	Rattus_norvegicus	Vertebrata
sha	Mir-21	1	Sarcophilus_harrisii	Vertebrata
spt	Mir-21	1	Sphenodon_punctatus	Vertebrata
sto	Mir-21	1	Scyliorhinus_torazame	Vertebrata
tgu	Mir-21	1	Taeniopygia_guttata	Vertebrata
tni	Mir-21	2	Tetraodon_nigroviridis	Vertebrata
xla	Mir-21	2	Xenopus_laevis	Vertebrata
xtr	Mir-21	1	Xenopus_tropicalis	Vertebrata
aca	Mir-221	3	Anolis_carolinensis	Vertebrata
ami	Mir-221	3	Alligator_mississippiensis	Vertebrata
bta	Mir-221	2	Bos_taurus	Vertebrata
cfa	Mir-221	2	Canis_familiaris	Vertebrata
cli	Mir-221	3	Columba_livia	Vertebrata
cmi	Mir-221	3	Callorhinchus_milii	Vertebrata
cpi	Mir-221	3	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-221	2	Cavia_porcellus	Vertebrata
dno	Mir-221	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-221	4	Danio_rerio	Vertebrata
ebu	Mir-221	1	Eptatretus_burgeri	Vertebrata
ete	Mir-221	2	Echinops_telfairi	Vertebrata
gga	Mir-221	3	Gallus_gallus	Vertebrata
gja	Mir-221	3	Gekko_japonicus	Vertebrata
gmo	Mir-221	4	Gadus_morhua	Vertebrata
lch	Mir-221	3	Latimeria_chalumnae	Vertebrata
loc	Mir-221	3	Lepisosteus_oculatus	Vertebrata
mal	Mir-221	4	Monopterus_albus	Vertebrata
mdo	Mir-221	2	Monodelphis_domestica	Vertebrata
mml	Mir-221	2	Macaca_mulatta	Vertebrata
mmu	Mir-221	2	Mus_musculus	Vertebrata
mun	Mir-221	3	Microcaecilia_unicolor	Vertebrata
oan	Mir-221	3	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-221	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-221	3	Python_bivittatus	Vertebrata
pma	Mir-221	2	Petromyzon_marinus	Vertebrata
rno	Mir-221	2	Rattus_norvegicus	Vertebrata
sha	Mir-221	2	Sarcophilus_harrisii	Vertebrata
spt	Mir-221	3	Sphenodon_punctatus	Vertebrata
sto	Mir-221	3	Scyliorhinus_torazame	Vertebrata
tgu	Mir-221	2	Taeniopygia_guttata	Vertebrata
tni	Mir-221	2	Tetraodon_nigroviridis	Vertebrata
xla	Mir-221	2	Xenopus_laevis	Vertebrata
xtr	Mir-221	2	Xenopus_tropicalis	Vertebrata
aca	Mir-223	1	Anolis_carolinensis	Vertebrata
ami	Mir-223	1	Alligator_mississippiensis	Vertebrata
bta	Mir-223	1	Bos_taurus	Vertebrata
cfa	Mir-223	1	Canis_familiaris	Vertebrata
cli	Mir-223	1	Columba_livia	Vertebrata
cmi	Mir-223	1	Callorhinchus_milii	Vertebrata
cpi	Mir-223	1	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-223	1	Cavia_porcellus	Vertebrata
dno	Mir-223	1	Dasypus_novemcinctus	Vertebrata
dre	Mir-223	1	Danio_rerio	Vertebrata
ebu	Mir-223	1	Eptatretus_burgeri	Vertebrata
ete	Mir-223	1	Echinops_telfairi	Vertebrata
gga	Mir-223	1	Gallus_gallus	Vertebrata
gja	Mir-223	1	Gekko_japonicus	Vertebrata
gmo	Mir-223	1	Gadus_morhua	Vertebrata
lch	Mir-223	1	Latimeria_chalumnae	Vertebrata
loc	Mir-223	1	Lepisosteus_oculatus	Vertebrata
mal	Mir-223	1	Monopterus_albus	Vertebrata
mdo	Mir-223	1	Monodelphis_domestica	Vertebrata
mml	Mir-223	1	Macaca_mulatta	Vertebrata
mmu	Mir-223	1	Mus_musculus	Vertebrata
mun	Mir-223	1	Microcaecilia_unicolor	Vertebrata
oan	Mir-223	1	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-223	1	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-223	1	Python_bivittatus	Vertebrata
pma	Mir-223	1	Petromyzon_marinus	Vertebrata
rno	Mir-223	1	Rattus_norvegicus	Vertebrata
sha	Mir-223	1	Sarcophilus_harrisii	Vertebrata
spt	Mir-223	1	Sphenodon_punctatus	Vertebrata
sto	Mir-223	1	Scyliorhinus_torazame	Vertebrata
tgu	Mir-223	1	Taeniopygia_guttata	Vertebrata
tni	Mir-223	1	Tetraodon_nigroviridis	Vertebrata
xla	Mir-223	1	Xenopus_laevis	Vertebrata
xtr	Mir-223	1	Xenopus_tropicalis	Vertebrata
bta	Mir-224	1	Bos_taurus	Eutheria
cfa	Mir-224	1	Canis_familiaris	Eutheria
cpo	Mir-224	1	Cavia_porcellus	Eutheria
ete	Mir-224	1	Echinops_telfairi	Eutheria
mml	Mir-224	1	Macaca_mulatta	Eutheria
mmu	Mir-224	1	Mus_musculus	Eutheria
ocu	Mir-224	1	Oryctolagus_cuniculus	Eutheria
rno	Mir-224	1	Rattus_norvegicus	Eutheria
aae	Mir-22	1	Aedes_aegypti	Bilateria
aca	Mir-22	1	Anolis_carolinensis	Bilateria
ami	Mir-22	1	Alligator_mississippiensis	Bilateria
asu	Mir-22	1	Ascaris_suum	Bilateria
bfl	Mir-22	6	Branchiostoma_floridae	Bilateria
bge	Mir-22	1	Blattella_germanica	Bilateria
bla	Mir-22	16	Branchiostoma_lanceolatum	Bilateria
bpl	Mir-22	1	Brachionus_plicatilis	Bilateria
bta	Mir-22	1	Bos_taurus	Bilateria
cbr	Mir-22	1	Caenorhabditis_briggsae	Bilateria
cel	Mir-22	1	Caenorhabditis_elegans	Bilateria
cfa	Mir-22	1	Canis_familiaris	Bilateria
cgi	Mir-22	2	Crassostrea_gigas	Bilateria
cli	Mir-22	1	Columba_livia	Bilateria
cmi	Mir-22	2	Callorhinchus_milii	Bilateria
cpi	Mir-22	1	Chrysemys_picta_bellii	Bilateria
cpo	Mir-22	1	Cavia_porcellus	Bilateria
csc	Mir-22	1	Centruroides_sculpturatus	Bilateria
cte	Mir-22	2	Capitella_teleta	Bilateria
dan	Mir-22	1	Drosophila_ananassae	Bilateria
dma	Mir-22	1	Daphnia_magna	Bilateria
dme	Mir-22	1	Drosophila_melanogaster	Bilateria
dmo	Mir-22	1	Drosophila_mojavensis	Bilateria
dno	Mir-22	1	Dasypus_novemcinctus	Bilateria
dpu	Mir-22	1	Daphnia_pulex	Bilateria
dre	Mir-22	3	Danio_rerio	Bilateria
dsi	Mir-22	1	Drosophila_simulans	Bilateria
dya	Mir-22	1	Drosophila_yakuba	Bilateria
ebu	Mir-22	1	Eptatretus_burgeri	Bilateria
efe	Mir-22	2	Eisenia_fetida	Bilateria
esc	Mir-22	2	Euprymna_scolopes	Bilateria
ete	Mir-22	1	Echinops_telfairi	Bilateria
gga	Mir-22	1	Gallus_gallus	Bilateria
gja	Mir-22	1	Gekko_japonicus	Bilateria
gmo	Mir-22	3	Gadus_morhua	Bilateria
hme	Mir-22	1	Heliconius_melpomene	Bilateria
isc	Mir-22	1	Ixodes_scapularis	Bilateria
lan	Mir-22	2	Lingula_anatina	Bilateria
lch	Mir-22	2	Latimeria_chalumnae	Bilateria
lgi	Mir-22	2	Lottia_gigantea	Bilateria
loc	Mir-22	2	Lepisosteus_oculatus	Bilateria
lpo	Mir-22	4	Limulus_polyphemus	Bilateria
mal	Mir-22	3	Monopterus_albus	Bilateria
mdo	Mir-22	1	Monodelphis_domestica	Bilateria
mml	Mir-22	1	Macaca_mulatta	Bilateria
mmu	Mir-22	1	Mus_musculus	Bilateria
mun	Mir-22	1	Microcaecilia_unicolor	Bilateria
npo	Mir-22	2	Nautilus_pompilius	Bilateria
oan	Mir-22	1	Ornithorhynchus_anatinus	Bilateria
obi	Mir-22	1	Octopus_bimaculoides	Bilateria
ocu	Mir-22	1	Oryctolagus_cuniculus	Bilateria
ovu	Mir-22	2	Octopus_vulgaris	Bilateria
pbv	Mir-22	1	Python_bivittatus	Bilateria
pfl	Mir-22	2	Ptychodera_flava	Bilateria
pma	Mir-22	2	Petromyzon_marinus	Bilateria
pmi	Mir-22	1	Patiria_miniata	Bilateria
rno	Mir-22	1	Rattus_norvegicus	Bilateria
sha	Mir-22	1	Sarcophilus_harrisii	Bilateria
sko	Mir-22	1	Saccoglossus_kowalevskii	Bilateria
sme	Mir-22	1	Schmidtea_mediterranea	Bilateria
spt	Mir-22	1	Sphenodon_punctatus	Bilateria
spu	Mir-22	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-22	2	Scyliorhinus_torazame	Bilateria
tca	Mir-22	1	Tribolium_castaneum	Bilateria
tgu	Mir-22	1	Taeniopygia_guttata	Bilateria
tni	Mir-22	3	Tetraodon_nigroviridis	Bilateria
xbo	Mir-22	2	Xenoturbella_bocki	Bilateria
xla	Mir-22	2	Xenopus_laevis	Bilateria
xtr	Mir-22	1	Xenopus_tropicalis	Bilateria
bta	Mir-2355	1	Bos_taurus	Eutheria
cfa	Mir-2355	1	Canis_familiaris	Eutheria
cpo	Mir-2355	1	Cavia_porcellus	Eutheria
dno	Mir-2355	1	Dasypus_novemcinctus	Eutheria
ete	Mir-2355	1	Echinops_telfairi	Eutheria
mml	Mir-2355	1	Macaca_mulatta	Eutheria
ocu	Mir-2355	1	Oryctolagus_cuniculus	Eutheria
bta	Mir-2387	1	Bos_taurus	Boreoeutheria
cfa	Mir-2387	1	Canis_familiaris	Boreoeutheria
cpo	Mir-2387	1	Cavia_porcellus	Boreoeutheria
ocu	Mir-2387	1	Oryctolagus_cuniculus	Boreoeutheria
aca	Mir-23	2	Anolis_carolinensis	Vertebrata
ami	Mir-23	2	Alligator_mississippiensis	Vertebrata
bta	Mir-23	2	Bos_taurus	Vertebrata
cfa	Mir-23	2	Canis_familiaris	Vertebrata
cli	Mir-23	1	Columba_livia	Vertebrata
cmi	Mir-23	4	Callorhinchus_milii	Vertebrata
cpi	Mir-23	2	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-23	2	Cavia_porcellus	Vertebrata
dno	Mir-23	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-23	5	Danio_rerio	Vertebrata
ebu	Mir-23	2	Eptatretus_burgeri	Vertebrata
ete	Mir-23	2	Echinops_telfairi	Vertebrata
gga	Mir-23	1	Gallus_gallus	Vertebrata
gja	Mir-23	2	Gekko_japonicus	Vertebrata
gmo	Mir-23	4	Gadus_morhua	Vertebrata
lch	Mir-23	4	Latimeria_chalumnae	Vertebrata
loc	Mir-23	3	Lepisosteus_oculatus	Vertebrata
mal	Mir-23	5	Monopterus_albus	Vertebrata
mdo	Mir-23	2	Monodelphis_domestica	Vertebrata
mml	Mir-23	2	Macaca_mulatta	Vertebrata
mmu	Mir-23	2	Mus_musculus	Vertebrata
mun	Mir-23	3	Microcaecilia_unicolor	Vertebrata
oan	Mir-23	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-23	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-23	2	Python_bivittatus	Vertebrata
pma	Mir-23	2	Petromyzon_marinus	Vertebrata
rno	Mir-23	2	Rattus_norvegicus	Vertebrata
sha	Mir-23	2	Sarcophilus_harrisii	Vertebrata
spt	Mir-23	1	Sphenodon_punctatus	Vertebrata
sto	Mir-23	4	Scyliorhinus_torazame	Vertebrata
tgu	Mir-23	2	Taeniopygia_guttata	Vertebrata
tni	Mir-23	4	Tetraodon_nigroviridis	Vertebrata
xla	Mir-23	6	Xenopus_laevis	Vertebrata
xtr	Mir-23	3	Xenopus_tropicalis	Vertebrata
bfl	Mir-242	1	Branchiostoma_floridae	Bilateria
bla	Mir-242	1	Branchiostoma_lanceolatum	Bilateria
bpl	Mir-242	1	Brachionus_plicatilis	Bilateria
cbr	Mir-242	1	Caenorhabditis_briggsae	Bilateria
cel	Mir-242	1	Caenorhabditis_elegans	Bilateria
cgi	Mir-242	1	Crassostrea_gigas	Bilateria
cte	Mir-242	1	Capitella_teleta	Bilateria
lan	Mir-242	1	Lingula_anatina	Bilateria
lgi	Mir-242	2	Lottia_gigantea	Bilateria
npo	Mir-242	1	Nautilus_pompilius	Bilateria
pfl	Mir-242	1	Ptychodera_flava	Bilateria
pmi	Mir-242	1	Patiria_miniata	Bilateria
sko	Mir-242	1	Saccoglossus_kowalevskii	Bilateria
spu	Mir-242	1	Strongylocentrotus_purpuratus	Bilateria
bta	Mir-2483	1	Bos_taurus	Eutheria
cfa	Mir-2483	1	Canis_familiaris	Eutheria
dno	Mir-2483	1	Dasypus_novemcinctus	Eutheria
ete	Mir-2483	1	Echinops_telfairi	Eutheria
aca	Mir-24	2	Anolis_carolinensis	Vertebrata
ami	Mir-24	2	Alligator_mississippiensis	Vertebrata
bta	Mir-24	2	Bos_taurus	Vertebrata
cfa	Mir-24	2	Canis_familiaris	Vertebrata
cmi	Mir-24	2	Callorhinchus_milii	Vertebrata
cpi	Mir-24	2	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-24	2	Cavia_porcellus	Vertebrata
dno	Mir-24	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-24	5	Danio_rerio	Vertebrata
ebu	Mir-24	1	Eptatretus_burgeri	Vertebrata
ete	Mir-24	2	Echinops_telfairi	Vertebrata
gga	Mir-24	2	Gallus_gallus	Vertebrata
gja	Mir-24	1	Gekko_japonicus	Vertebrata
gmo	Mir-24	5	Gadus_morhua	Vertebrata
lch	Mir-24	4	Latimeria_chalumnae	Vertebrata
loc	Mir-24	4	Lepisosteus_oculatus	Vertebrata
mal	Mir-24	2	Monopterus_albus	Vertebrata
mdo	Mir-24	2	Monodelphis_domestica	Vertebrata
mml	Mir-24	2	Macaca_mulatta	Vertebrata
mmu	Mir-24	2	Mus_musculus	Vertebrata
mun	Mir-24	3	Microcaecilia_unicolor	Vertebrata
oan	Mir-24	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-24	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-24	2	Python_bivittatus	Vertebrata
pma	Mir-24	1	Petromyzon_marinus	Vertebrata
rno	Mir-24	2	Rattus_norvegicus	Vertebrata
sha	Mir-24	2	Sarcophilus_harrisii	Vertebrata
spt	Mir-24	1	Sphenodon_punctatus	Vertebrata
sto	Mir-24	4	Scyliorhinus_torazame	Vertebrata
tgu	Mir-24	2	Taeniopygia_guttata	Vertebrata
tni	Mir-24	5	Tetraodon_nigroviridis	Vertebrata
xla	Mir-24	4	Xenopus_laevis	Vertebrata
xtr	Mir-24	2	Xenopus_tropicalis	Vertebrata
aae	Mir-252	1	Aedes_aegypti	Bilateria
asu	Mir-252	1	Ascaris_suum	Bilateria
bfl	Mir-252	2	Branchiostoma_floridae	Bilateria
bge	Mir-252	2	Blattella_germanica	Bilateria
bla	Mir-252	2	Branchiostoma_lanceolatum	Bilateria
cbr	Mir-252	2	Caenorhabditis_briggsae	Bilateria
cel	Mir-252	2	Caenorhabditis_elegans	Bilateria
cgi	Mir-252	2	Crassostrea_gigas	Bilateria
csc	Mir-252	2	Centruroides_sculpturatus	Bilateria
cte	Mir-252	2	Capitella_teleta	Bilateria
dan	Mir-252	3	Drosophila_ananassae	Bilateria
